"region","ag.land","country","year","weight","denom","prop","mobile","internet","iso","scale"
"71",1,"madagascar",2009,221.932508,288911788,0.768167023,0,NA,"MDG",1000000
"72",1,"madagascar",2009,639.988403,677787761,0.944231277,0,NA,"MDG",1000000
"11",0,"madagascar",2009,967.722735,1333451641,0.725727657,1,NA,"MDG",1000000
"12",0,"madagascar",2009,77.339032,139752907,0.553398378,1,NA,"MDG",1000000
"13",0,"madagascar",2009,23.457378,63974803,0.366665889,1,NA,"MDG",1000000
"14",0,"madagascar",2009,25.572442,83018190,0.308034203,1,NA,"MDG",1000000
"21",0,"madagascar",2009,85.083234,140438094,0.60584156,1,NA,"MDG",1000000
"22",0,"madagascar",2009,42.576929,78836905,0.540063426,1,NA,"MDG",1000000
"23",0,"madagascar",2009,26.109999,158251149,0.164990897,1,NA,"MDG",1000000
"24",0,"madagascar",2009,19.03323,52980745,0.359248063,1,NA,"MDG",1000000
"25",0,"madagascar",2009,10.354142,47998995,0.215715808,1,NA,"MDG",1000000
"31",0,"madagascar",2009,208.963096,285287704,0.732464432,1,NA,"MDG",1000000
"32",0,"madagascar",2009,52.427621,140571402,0.372960789,1,NA,"MDG",1000000
"33",0,"madagascar",2009,114.337075,310783391,0.367899567,1,NA,"MDG",1000000
"41",0,"madagascar",2009,145.222438,250031241,0.580817171,1,NA,"MDG",1000000
"42",0,"madagascar",2009,38.884399,159256194,0.244162554,1,NA,"MDG",1000000
"43",0,"madagascar",2009,11.886875,46419793,0.256073417,1,NA,"MDG",1000000
"44",0,"madagascar",2009,4.239336,31049408,0.136535164,1,NA,"MDG",1000000
"51",0,"madagascar",2009,108.632875,301052243,0.360843932,1,NA,"MDG",1000000
"52",0,"madagascar",2009,10.784024,40603598,0.265592818,1,NA,"MDG",1000000
"53",0,"madagascar",2009,29.677024,88986552,0.3335001,1,NA,"MDG",1000000
"54",0,"madagascar",2009,46.242452,118644563,0.389756183,1,NA,"MDG",1000000
"71",0,"madagascar",2009,108.256436,240618725,0.44990861,1,NA,"MDG",1000000
"72",0,"madagascar",2009,45.603946,258318201,0.176541745,1,NA,"MDG",1000000
"11",1,"madagascar",2009,683.726639,1509476905,0.452956012,1,NA,"MDG",1000000
"12",1,"madagascar",2009,294.707914,1420360118,0.207488165,1,NA,"MDG",1000000
"13",1,"madagascar",2009,131.427677,661770278,0.198600151,1,NA,"MDG",1000000
"14",1,"madagascar",2009,32.33329,381874900,0.084669849,1,NA,"MDG",1000000
"21",1,"madagascar",2009,93.218273,693716777,0.134375117,1,NA,"MDG",1000000
"22",1,"madagascar",2009,82.045155,538238950,0.152432586,1,NA,"MDG",1000000
"23",1,"madagascar",2009,50.886089,686570038,0.074116385,1,NA,"MDG",1000000
"24",1,"madagascar",2009,40.60196,277895644,0.146105061,1,NA,"MDG",1000000
"25",1,"madagascar",2009,27.806872,453262068,0.061348332,1,NA,"MDG",1000000
"31",1,"madagascar",2009,126.625258,727612427,0.174028443,1,NA,"MDG",1000000
"32",1,"madagascar",2009,73.926885,980780196,0.075375589,1,NA,"MDG",1000000
"33",1,"madagascar",2009,169.610996,679582711,0.249581093,1,NA,"MDG",1000000
"41",1,"madagascar",2009,143.535847,367114942,0.390983397,1,NA,"MDG",1000000
"42",1,"madagascar",2009,89.400356,838841544,0.106575976,1,NA,"MDG",1000000
"43",1,"madagascar",2009,29.137177,193136774,0.150862916,1,NA,"MDG",1000000
"44",1,"madagascar",2009,5.058298,159214393,0.031770356,1,NA,"MDG",1000000
"51",1,"madagascar",2009,29.930819,722359205,0.041434814,1,NA,"MDG",1000000
"52",1,"madagascar",2009,26.900301,449618725,0.059829139,1,NA,"MDG",1000000
"53",1,"madagascar",2009,45.853002,429625110,0.106727938,1,NA,"MDG",1000000
"54",1,"madagascar",2009,54.065271,340068399,0.15898352,1,NA,"MDG",1000000
"71",1,"madagascar",2009,66.97928,288911788,0.231832977,1,NA,"MDG",1000000
"72",1,"madagascar",2009,37.799358,677787761,0.055768723,1,NA,"MDG",1000000
"1",0,"malawi",2012,28.702819,67877573,0.422861598,0,NA,"MWI",1000000
"2",0,"malawi",2012,161.450275,331286998,0.487342624,0,NA,"MWI",1000000
"3",0,"malawi",2012,85.0292,274112943,0.310197684,0,NA,"MWI",1000000
"1",1,"malawi",2012,197.912204,335495807,0.58990962,0,NA,"MWI",1000000
"2",1,"malawi",2012,804.539208,1095262183,0.734563121,0,NA,"MWI",1000000
"3",1,"malawi",2012,834.421454,1299964501,0.641880185,0,NA,"MWI",1000000
"1",0,"malawi",2012,39.174754,67877573,0.577138402,1,NA,"MWI",1000000
"2",0,"malawi",2012,169.836723,331286998,0.512657376,1,NA,"MWI",1000000
"3",0,"malawi",2012,189.083743,274112943,0.689802316,1,NA,"MWI",1000000
"1",1,"malawi",2012,137.583603,335495807,0.41009038,1,NA,"MWI",1000000
"2",1,"malawi",2012,290.722975,1095262183,0.265436879,1,NA,"MWI",1000000
"3",1,"malawi",2012,465.543047,1299964501,0.358119815,1,NA,"MWI",1000000
"1",0,"malawi",2014,19.312685,76976301,0.25089131,0,NA,"MWI",1000000
"2",0,"malawi",2014,117.968966,397241803,0.296970171,0,NA,"MWI",1000000
"3",0,"malawi",2014,194.151538,402681589,0.482146548,0,NA,"MWI",1000000
"1",1,"malawi",2014,214.297643,523065019,0.409695994,0,NA,"MWI",1000000
"2",1,"malawi",2014,609.399219,919295158,0.662898323,0,NA,"MWI",1000000
"3",1,"malawi",2014,588.947888,1085740248,0.542439031,0,NA,"MWI",1000000
"1",0,"malawi",2014,57.663616,76976301,0.74910869,1,NA,"MWI",1000000
"2",0,"malawi",2014,279.272837,397241803,0.703029829,1,NA,"MWI",1000000
"3",0,"malawi",2014,208.530051,402681589,0.517853452,1,NA,"MWI",1000000
"1",1,"malawi",2014,308.767376,523065019,0.590304006,1,NA,"MWI",1000000
"2",1,"malawi",2014,309.895939,919295158,0.337101677,1,NA,"MWI",1000000
"3",1,"malawi",2014,496.79236,1085740248,0.457560969,1,NA,"MWI",1000000
"1",0,"malawi",2015,220.699873,790418504,0.279219011,0,NA,"MWI",1000000
"2",0,"malawi",2015,814.57383,2393383434,0.340344058,0,NA,"MWI",1000000
"3",0,"malawi",2015,1077.75436,3101773960,0.347463862,0,NA,"MWI",1000000
"1",1,"malawi",2015,752.773147,2169845170,0.346924821,0,NA,"MWI",1000000
"2",1,"malawi",2015,4366.576956,8558493587,0.510203918,0,NA,"MWI",1000000
"3",1,"malawi",2015,4970.310928,9347085368,0.531749816,0,NA,"MWI",1000000
"1",0,"malawi",2015,569.718631,790418504,0.720780989,1,NA,"MWI",1000000
"2",0,"malawi",2015,1578.809604,2393383434,0.659655942,1,NA,"MWI",1000000
"3",0,"malawi",2015,2024.0196,3101773960,0.652536138,1,NA,"MWI",1000000
"1",1,"malawi",2015,1417.072023,2169845170,0.653075179,1,NA,"MWI",1000000
"2",1,"malawi",2015,4191.916631,8558493587,0.489796082,1,NA,"MWI",1000000
"3",1,"malawi",2015,4376.77444,9347085368,0.468250184,1,NA,"MWI",1000000
"1",0,"malawi",2017,25.638625,118161689,0.216979168,0,NA,"MWI",1000000
"2",0,"malawi",2017,152.555684,425610590,0.358439587,0,NA,"MWI",1000000
"3",0,"malawi",2017,149.265428,420148766,0.355268039,0,NA,"MWI",1000000
"1",1,"malawi",2017,108.347242,319606838,0.339001639,0,NA,"MWI",1000000
"2",1,"malawi",2017,679.246457,1146392965,0.592507524,0,NA,"MWI",1000000
"3",1,"malawi",2017,727.196961,1299079126,0.559778805,0,NA,"MWI",1000000
"1",0,"malawi",2017,92.523064,118161689,0.783020832,1,NA,"MWI",1000000
"2",0,"malawi",2017,273.054906,425610590,0.641560413,1,NA,"MWI",1000000
"3",0,"malawi",2017,270.883338,420148766,0.644731961,1,NA,"MWI",1000000
"1",1,"malawi",2017,211.259596,319606838,0.660998361,1,NA,"MWI",1000000
"2",1,"malawi",2017,467.146508,1146392965,0.407492476,1,NA,"MWI",1000000
"3",1,"malawi",2017,571.882165,1299079126,0.440221195,1,NA,"MWI",1000000
"1",0,"mali",2012,60.210905,353864990,0.170152196,0,NA,"MLI",1000000
"2",0,"mali",2012,119.279518,728628745,0.163704107,0,NA,"MLI",1000000
"3",0,"mali",2012,55.592617,454276198,0.122376249,0,NA,"MLI",1000000
"4",0,"mali",2012,91.231609,371267338,0.245730232,0,NA,"MLI",1000000
"5",0,"mali",2012,46.2814,164832374,0.280778581,0,NA,"MLI",1000000
"6",0,"mali",2012,47.54058,976459337,0.048686697,0,NA,"MLI",1000000
"1",1,"mali",2012,277.790495,1043651672,0.266171657,0,NA,"MLI",1000000
"2",1,"mali",2012,464.355414,1509315541,0.307659599,0,NA,"MLI",1000000
"3",1,"mali",2012,549.832393,1697245361,0.323955749,0,NA,"MLI",1000000
"4",1,"mali",2012,527.072697,1592735027,0.330923027,0,NA,"MLI",1000000
"5",1,"mali",2012,403.067411,1095720934,0.367855901,0,NA,"MLI",1000000
"6",1,"mali",2012,4.068372,115899704,0.035102523,0,NA,"MLI",1000000
"1",0,"mali",2012,293.654085,353864990,0.829847804,1,NA,"MLI",1000000
"2",0,"mali",2012,609.349227,728628745,0.836295893,1,NA,"MLI",1000000
"3",0,"mali",2012,398.683581,454276198,0.877623751,1,NA,"MLI",1000000
"4",0,"mali",2012,280.035729,371267338,0.754269768,1,NA,"MLI",1000000
"5",0,"mali",2012,118.550974,164832374,0.719221419,1,NA,"MLI",1000000
"6",0,"mali",2012,928.918757,976459337,0.951313303,1,NA,"MLI",1000000
"1",1,"mali",2012,765.861177,1043651672,0.733828343,1,NA,"MLI",1000000
"2",1,"mali",2012,1044.960127,1509315541,0.692340401,1,NA,"MLI",1000000
"3",1,"mali",2012,1147.412968,1697245361,0.676044251,1,NA,"MLI",1000000
"4",1,"mali",2012,1065.66233,1592735027,0.669076973,1,NA,"MLI",1000000
"5",1,"mali",2012,692.653523,1095720934,0.632144099,1,NA,"MLI",1000000
"6",1,"mali",2012,111.831332,115899704,0.964897477,1,NA,"MLI",1000000
"1",0,"mali",2015,11.007065,147696328,0.074524974,0,NA,"MLI",1000000
"2",0,"mali",2015,6.082097,298607823,0.020368177,0,NA,"MLI",1000000
"3",0,"mali",2015,8.553715,124622276,0.068637127,0,NA,"MLI",1000000
"4",0,"mali",2015,10.403408,118842644,0.087539352,0,NA,"MLI",1000000
"5",0,"mali",2015,17.667856,109111890,0.161924205,0,NA,"MLI",1000000
"6",0,"mali",2015,11.229724,575149275,0.019524886,0,NA,"MLI",1000000
"1",1,"mali",2015,32.113178,419812905,0.076494023,0,NA,"MLI",1000000
"2",1,"mali",2015,63.475596,511900881,0.123999779,0,NA,"MLI",1000000
"3",1,"mali",2015,88.296509,632479280,0.139603797,0,NA,"MLI",1000000
"4",1,"mali",2015,84.660911,654403348,0.129371146,0,NA,"MLI",1000000
"5",1,"mali",2015,83.988047,602356576,0.13943244,0,NA,"MLI",1000000
"6",1,"mali",2015,0.972571,45016817,0.021604615,0,NA,"MLI",1000000
"1",0,"mali",2015,136.689263,147696328,0.925475026,1,NA,"MLI",1000000
"2",0,"mali",2015,292.525726,298607823,0.979631823,1,NA,"MLI",1000000
"3",0,"mali",2015,116.068561,124622276,0.931362873,1,NA,"MLI",1000000
"4",0,"mali",2015,108.439236,118842644,0.912460648,1,NA,"MLI",1000000
"5",0,"mali",2015,91.444034,109111890,0.838075795,1,NA,"MLI",1000000
"6",0,"mali",2015,563.919551,575149275,0.980475114,1,NA,"MLI",1000000
"1",1,"mali",2015,387.699727,419812905,0.923505977,1,NA,"MLI",1000000
"2",1,"mali",2015,448.425285,511900881,0.876000221,1,NA,"MLI",1000000
"3",1,"mali",2015,544.182771,632479280,0.860396203,1,NA,"MLI",1000000
"4",1,"mali",2015,569.742437,654403348,0.870628854,1,NA,"MLI",1000000
"5",1,"mali",2015,518.368529,602356576,0.86056756,1,NA,"MLI",1000000
"6",1,"mali",2015,44.044246,45016817,0.978395385,1,NA,"MLI",1000000
"1",0,"mali",2012,348.541614,353864990,0.984956477,NA,0,"MLI",1000000
"2",0,"mali",2012,711.742,728628745,0.976823938,NA,0,"MLI",1000000
"3",0,"mali",2012,447.945789,454276198,0.986064846,NA,0,"MLI",1000000
"4",0,"mali",2012,370.109996,371267338,0.996882726,NA,0,"MLI",1000000
"5",0,"mali",2012,163.77391,164832374,0.993578543,NA,0,"MLI",1000000
"6",0,"mali",2012,892.665961,976459337,0.914186518,NA,0,"MLI",1000000
"1",1,"mali",2012,1038.34109,1043651672,0.994911538,NA,0,"MLI",1000000
"2",1,"mali",2012,1492.824522,1509315541,0.989073843,NA,0,"MLI",1000000
"3",1,"mali",2012,1687.184974,1697245361,0.994072521,NA,0,"MLI",1000000
"4",1,"mali",2012,1587.162886,1592735027,0.996501527,NA,0,"MLI",1000000
"5",1,"mali",2012,1091.236662,1095720934,0.995907469,NA,0,"MLI",1000000
"6",1,"mali",2012,86.670991,115899704,0.747810288,NA,0,"MLI",1000000
"1",0,"mali",2012,5.323376,353864990,0.015043523,NA,1,"MLI",1000000
"2",0,"mali",2012,16.886745,728628745,0.023176062,NA,1,"MLI",1000000
"3",0,"mali",2012,6.330409,454276198,0.013935154,NA,1,"MLI",1000000
"4",0,"mali",2012,1.157342,371267338,0.003117274,NA,1,"MLI",1000000
"5",0,"mali",2012,1.058464,164832374,0.006421457,NA,1,"MLI",1000000
"6",0,"mali",2012,83.793376,976459337,0.085813482,NA,1,"MLI",1000000
"1",1,"mali",2012,5.310582,1043651672,0.005088462,NA,1,"MLI",1000000
"2",1,"mali",2012,16.491019,1509315541,0.010926157,NA,1,"MLI",1000000
"3",1,"mali",2012,10.060387,1697245361,0.005927479,NA,1,"MLI",1000000
"4",1,"mali",2012,5.572141,1592735027,0.003498473,NA,1,"MLI",1000000
"5",1,"mali",2012,4.484272,1095720934,0.004092531,NA,1,"MLI",1000000
"6",1,"mali",2012,29.228713,115899704,0.252189712,NA,1,"MLI",1000000
"1",0,"nepal",2006,680.259243,695899474,0.977525158,0,NA,"NPL",1000000
"2",0,"nepal",2006,926.624154,1116066297,0.830259059,0,NA,"NPL",1000000
"3",0,"nepal",2006,482.146799,523007444,0.921873684,0,NA,"NPL",1000000
"4",0,"nepal",2006,205.232018,215444264,0.952599128,0,NA,"NPL",1000000
"5",0,"nepal",2006,228.353241,229934528,0.993122881,0,NA,"NPL",1000000
"1",1,"nepal",2006,1196.999866,1215296555,0.984944671,0,NA,"NPL",1000000
"2",1,"nepal",2006,1814.188997,1963000970,0.924191595,0,NA,"NPL",1000000
"3",1,"nepal",2006,1108.264772,1157322338,0.957611147,0,NA,"NPL",1000000
"4",1,"nepal",2006,820.614204,827075564,0.992187703,0,NA,"NPL",1000000
"5",1,"nepal",2006,761.103043,763952688,0.996269867,0,NA,"NPL",1000000
"1",0,"nepal",2006,15.640231,695899474,0.022474842,1,NA,"NPL",1000000
"2",0,"nepal",2006,189.442143,1116066297,0.169740941,1,NA,"NPL",1000000
"3",0,"nepal",2006,40.860645,523007444,0.078126316,1,NA,"NPL",1000000
"4",0,"nepal",2006,10.212246,215444264,0.047400872,1,NA,"NPL",1000000
"5",0,"nepal",2006,1.581287,229934528,0.006877119,1,NA,"NPL",1000000
"1",1,"nepal",2006,18.296689,1215296555,0.015055329,1,NA,"NPL",1000000
"2",1,"nepal",2006,148.811973,1963000970,0.075808405,1,NA,"NPL",1000000
"3",1,"nepal",2006,49.057566,1157322338,0.042388853,1,NA,"NPL",1000000
"4",1,"nepal",2006,6.46136,827075564,0.007812297,1,NA,"NPL",1000000
"5",1,"nepal",2006,2.849645,763952688,0.003730133,1,NA,"NPL",1000000
"1",0,"nepal",2011,17.083149,54588231,0.312945642,0,NA,"NPL",1000000
"2",0,"nepal",2011,159.913357,994890896,0.160734567,0,NA,"NPL",1000000
"3",0,"nepal",2011,648.669458,2457292603,0.263977296,0,NA,"NPL",1000000
"1",1,"nepal",2011,282.772685,706326063,0.400342986,0,NA,"NPL",1000000
"2",1,"nepal",2011,1111.54753,3563666147,0.311911241,0,NA,"NPL",1000000
"3",1,"nepal",2011,521.462981,3043998642,0.171308546,0,NA,"NPL",1000000
"1",0,"nepal",2011,37.505082,54588231,0.687054358,1,NA,"NPL",1000000
"2",0,"nepal",2011,834.977539,994890896,0.839265433,1,NA,"NPL",1000000
"3",0,"nepal",2011,1808.623145,2457292603,0.736022704,1,NA,"NPL",1000000
"1",1,"nepal",2011,423.553378,706326063,0.599657014,1,NA,"NPL",1000000
"2",1,"nepal",2011,2452.118617,3563666147,0.688088759,1,NA,"NPL",1000000
"3",1,"nepal",2011,2522.535661,3043998642,0.828691454,1,NA,"NPL",1000000
"1",0,"nigeria",2008,430.205885,1423355688,0.302247631,0,NA,"NGA",1000000
"2",0,"nigeria",2008,401.837859,752137570,0.534261118,0,NA,"NGA",1000000
"3",0,"nigeria",2008,669.817803,1458891865,0.459127794,0,NA,"NGA",1000000
"4",0,"nigeria",2008,344.190408,1392540023,0.247167336,0,NA,"NGA",1000000
"5",0,"nigeria",2008,1021.906502,3017847177,0.338621024,0,NA,"NGA",1000000
"6",0,"nigeria",2008,977.098783,5107346842,0.1913124,0,NA,"NGA",1000000
"1",1,"nigeria",2008,2029.116682,3130344939,0.648208655,0,NA,"NGA",1000000
"2",1,"nigeria",2008,2438.358251,2970504806,0.820856524,0,NA,"NGA",1000000
"3",1,"nigeria",2008,4516.274823,5682064087,0.794829969,0,NA,"NGA",1000000
"4",1,"nigeria",2008,1424.099548,3128985450,0.455131406,0,NA,"NGA",1000000
"5",1,"nigeria",2008,1378.740799,2937199140,0.469406647,0,NA,"NGA",1000000
"6",1,"nigeria",2008,1421.685056,2966042248,0.479320568,0,NA,"NGA",1000000
"1",0,"nigeria",2008,993.149803,1423355688,0.697752369,1,NA,"NGA",1000000
"2",0,"nigeria",2008,350.299711,752137570,0.465738882,1,NA,"NGA",1000000
"3",0,"nigeria",2008,789.074062,1458891865,0.540872206,1,NA,"NGA",1000000
"4",0,"nigeria",2008,1048.349615,1392540023,0.752832664,1,NA,"NGA",1000000
"5",0,"nigeria",2008,1995.940675,3017847177,0.661378976,1,NA,"NGA",1000000
"6",0,"nigeria",2008,4130.248059,5107346842,0.8086876,1,NA,"NGA",1000000
"1",1,"nigeria",2008,1101.228257,3130344939,0.351791345,1,NA,"NGA",1000000
"2",1,"nigeria",2008,532.146555,2970504806,0.179143476,1,NA,"NGA",1000000
"3",1,"nigeria",2008,1165.789264,5682064087,0.205170031,1,NA,"NGA",1000000
"4",1,"nigeria",2008,1704.885902,3128985450,0.544868594,1,NA,"NGA",1000000
"5",1,"nigeria",2008,1558.458341,2937199140,0.530593353,1,NA,"NGA",1000000
"6",1,"nigeria",2008,1544.357192,2966042248,0.520679432,1,NA,"NGA",1000000
"1",0,"nigeria",2013,278.016153,1847236863,0.150503792,0,NA,"NGA",1000000
"2",0,"nigeria",2013,296.316488,1253537869,0.236384153,0,NA,"NGA",1000000
"3",0,"nigeria",2013,753.064874,3037938540,0.247886804,0,NA,"NGA",1000000
"4",0,"nigeria",2013,159.882535,1484553883,0.107697361,0,NA,"NGA",1000000
"5",0,"nigeria",2013,416.007176,3061135190,0.135899642,0,NA,"NGA",1000000
"6",0,"nigeria",2013,443.06983,5491947461,0.080676269,0,NA,"NGA",1000000
"1",1,"nigeria",2013,1193.430867,4089043545,0.29186064,0,NA,"NGA",1000000
"2",1,"nigeria",2013,1714.583305,3846016831,0.445807541,0,NA,"NGA",1000000
"3",1,"nigeria",2013,2866.952419,6922101207,0.414173722,0,NA,"NGA",1000000
"4",1,"nigeria",2013,689.224569,3200200465,0.215369186,0,NA,"NGA",1000000
"5",1,"nigeria",2013,410.847215,2153771476,0.190757107,0,NA,"NGA",1000000
"6",1,"nigeria",2013,301.371801,2039983209,0.147732491,0,NA,"NGA",1000000
"1",0,"nigeria",2013,1569.22071,1847236863,0.849496208,1,NA,"NGA",1000000
"2",0,"nigeria",2013,957.221381,1253537869,0.763615847,1,NA,"NGA",1000000
"3",0,"nigeria",2013,2284.873666,3037938540,0.752113196,1,NA,"NGA",1000000
"4",0,"nigeria",2013,1324.671348,1484553883,0.892302639,1,NA,"NGA",1000000
"5",0,"nigeria",2013,2645.128014,3061135190,0.864100358,1,NA,"NGA",1000000
"6",0,"nigeria",2013,5048.877631,5491947461,0.919323731,1,NA,"NGA",1000000
"1",1,"nigeria",2013,2895.612678,4089043545,0.70813936,1,NA,"NGA",1000000
"2",1,"nigeria",2013,2131.433526,3846016831,0.554192459,1,NA,"NGA",1000000
"3",1,"nigeria",2013,4055.148788,6922101207,0.585826278,1,NA,"NGA",1000000
"4",1,"nigeria",2013,2510.975896,3200200465,0.784630814,1,NA,"NGA",1000000
"5",1,"nigeria",2013,1742.924261,2153771476,0.809242893,1,NA,"NGA",1000000
"6",1,"nigeria",2013,1738.611408,2039983209,0.852267509,1,NA,"NGA",1000000
"1",0,"nigeria",2015,52.363156,411199224,0.127342546,0,NA,"NGA",1000000
"2",0,"nigeria",2015,61.345551,235209830,0.26081202,0,NA,"NGA",1000000
"3",0,"nigeria",2015,72.381549,304721727,0.237533272,0,NA,"NGA",1000000
"4",0,"nigeria",2015,43.215203,347266037,0.124444081,0,NA,"NGA",1000000
"5",0,"nigeria",2015,76.704838,616255638,0.124469187,0,NA,"NGA",1000000
"6",0,"nigeria",2015,66.622036,1015115425,0.06563001,0,NA,"NGA",1000000
"1",1,"nigeria",2015,234.787781,899675935,0.26096928,0,NA,"NGA",1000000
"2",1,"nigeria",2015,227.128973,608280520,0.373395112,0,NA,"NGA",1000000
"3",1,"nigeria",2015,586.987144,1688267271,0.347686148,0,NA,"NGA",1000000
"4",1,"nigeria",2015,60.931939,528713368,0.115245694,0,NA,"NGA",1000000
"5",1,"nigeria",2015,87.6724,537920903,0.162983813,0,NA,"NGA",1000000
"6",1,"nigeria",2015,92.556713,552374113,0.167561641,0,NA,"NGA",1000000
"1",0,"nigeria",2015,358.836068,411199224,0.872657454,1,NA,"NGA",1000000
"2",0,"nigeria",2015,173.864279,235209830,0.73918798,1,NA,"NGA",1000000
"3",0,"nigeria",2015,232.340178,304721727,0.762466728,1,NA,"NGA",1000000
"4",0,"nigeria",2015,304.050834,347266037,0.875555919,1,NA,"NGA",1000000
"5",0,"nigeria",2015,539.5508,616255638,0.875530813,1,NA,"NGA",1000000
"6",0,"nigeria",2015,948.493389,1015115425,0.93436999,1,NA,"NGA",1000000
"1",1,"nigeria",2015,664.888154,899675935,0.73903072,1,NA,"NGA",1000000
"2",1,"nigeria",2015,381.151547,608280520,0.626604888,1,NA,"NGA",1000000
"3",1,"nigeria",2015,1101.280127,1688267271,0.652313852,1,NA,"NGA",1000000
"4",1,"nigeria",2015,467.781429,528713368,0.884754306,1,NA,"NGA",1000000
"5",1,"nigeria",2015,450.248503,537920903,0.837016187,1,NA,"NGA",1000000
"6",1,"nigeria",2015,459.8174,552374113,0.832438359,1,NA,"NGA",1000000
"1",0,"peru",2006,58.745689,66221322,0.88711139,0,NA,"PER",1000000
"2",0,"peru",2006,176.740124,213679591,0.827126836,0,NA,"PER",1000000
"3",0,"peru",2006,43.0304,49845278,0.863279366,0,NA,"PER",1000000
"4",0,"peru",2006,224.738662,398245840,0.56432143,0,NA,"PER",1000000
"5",0,"peru",2006,72.522339,78576008,0.922957794,0,NA,"PER",1000000
"6",0,"peru",2006,168.939392,197310343,0.856211537,0,NA,"PER",1000000
"7",0,"peru",2006,157.146385,268473582,0.585332768,0,NA,"PER",1000000
"8",0,"peru",2006,127.126398,181586801,0.700086115,0,NA,"PER",1000000
"9",0,"peru",2006,76.92365,79567968,0.966766551,0,NA,"PER",1000000
"10",0,"peru",2006,121.001357,138577420,0.873167916,0,NA,"PER",1000000
"11",0,"peru",2006,201.008625,278437442,0.721916649,0,NA,"PER",1000000
"12",0,"peru",2006,218.94697,253093701,0.865082652,0,NA,"PER",1000000
"13",0,"peru",2006,248.808188,386847628,0.643168447,0,NA,"PER",1000000
"14",0,"peru",2006,255.361259,356489440,0.716322085,0,NA,"PER",1000000
"15",0,"peru",2006,1471.015581,2877521273,0.511209281,0,NA,"PER",1000000
"16",0,"peru",2006,141.977016,182051378,0.779873339,0,NA,"PER",1000000
"17",0,"peru",2006,16.503127,19995482,0.825342795,0,NA,"PER",1000000
"18",0,"peru",2006,38.460053,57417270,0.669834233,0,NA,"PER",1000000
"19",0,"peru",2006,42.945161,48533955,0.884847752,0,NA,"PER",1000000
"20",0,"peru",2006,432.730199,574707147,0.752957748,0,NA,"PER",1000000
"21",0,"peru",2006,146.803797,175132763,0.838242911,0,NA,"PER",1000000
"22",0,"peru",2006,154.729063,177657561,0.870939926,0,NA,"PER",1000000
"23",0,"peru",2006,64.463341,109043012,0.591173518,0,NA,"PER",1000000
"24",0,"peru",2006,51.1125,75647948,0.675662742,0,NA,"PER",1000000
"25",0,"peru",2006,67.01859,87573376,0.765284988,0,NA,"PER",1000000
"1",1,"peru",2006,123.281504,126687985,0.973111254,0,NA,"PER",1000000
"2",1,"peru",2006,277.501634,287391602,0.965587136,0,NA,"PER",1000000
"3",1,"peru",2006,147.832285,153499270,0.963081355,0,NA,"PER",1000000
"4",1,"peru",2006,101.074029,120730223,0.837189119,0,NA,"PER",1000000
"5",1,"peru",2006,139.13554,141707401,0.981850906,0,NA,"PER",1000000
"6",1,"peru",2006,478.10429,492354038,0.971057924,0,NA,"PER",1000000
"7",1,"peru",2006,7.601795,10151944,0.748801904,0,NA,"PER",1000000
"8",1,"peru",2006,385.958639,399598065,0.965867137,0,NA,"PER",1000000
"9",1,"peru",2006,171.319375,171994652,0.996073849,0,NA,"PER",1000000
"10",1,"peru",2006,198.491035,205064569,0.967944077,0,NA,"PER",1000000
"11",1,"peru",2006,52.638882,69477722,0.757636844,0,NA,"PER",1000000
"12",1,"peru",2006,216.184962,233272912,0.92674696,0,NA,"PER",1000000
"13",1,"peru",2006,235.11022,245219249,0.958775549,0,NA,"PER",1000000
"14",1,"peru",2006,92.844948,108579974,0.855083535,0,NA,"PER",1000000
"15",1,"peru",2006,260.310655,365918517,0.711389675,0,NA,"PER",1000000
"16",1,"peru",2006,152.747593,158583905,0.963197324,0,NA,"PER",1000000
"17",1,"peru",2006,11.793253,13526710,0.871849326,0,NA,"PER",1000000
"18",1,"peru",2006,25.646364,27237550,0.941581163,0,NA,"PER",1000000
"19",1,"peru",2006,58.903737,60366285,0.975772105,0,NA,"PER",1000000
"20",1,"peru",2006,206.630478,224859137,0.918932985,0,NA,"PER",1000000
"21",1,"peru",2006,447.647607,462991043,0.966860188,0,NA,"PER",1000000
"22",1,"peru",2006,197.735697,202587901,0.976048895,0,NA,"PER",1000000
"23",1,"peru",2006,11.856604,19464861,0.609128624,0,NA,"PER",1000000
"24",1,"peru",2006,13.420347,17722976,0.757228752,0,NA,"PER",1000000
"25",1,"peru",2006,34.346778,36819831,0.932833668,0,NA,"PER",1000000
"1",0,"peru",2006,7.475633,66221322,0.11288861,1,NA,"PER",1000000
"2",0,"peru",2006,36.939467,213679591,0.172873164,1,NA,"PER",1000000
"3",0,"peru",2006,6.814878,49845278,0.136720634,1,NA,"PER",1000000
"4",0,"peru",2006,173.507178,398245840,0.43567857,1,NA,"PER",1000000
"5",0,"peru",2006,6.053669,78576008,0.077042206,1,NA,"PER",1000000
"6",0,"peru",2006,28.370951,197310343,0.143788463,1,NA,"PER",1000000
"7",0,"peru",2006,111.327197,268473582,0.414667232,1,NA,"PER",1000000
"8",0,"peru",2006,54.460403,181586801,0.299913885,1,NA,"PER",1000000
"9",0,"peru",2006,2.644318,79567968,0.033233449,1,NA,"PER",1000000
"10",0,"peru",2006,17.576063,138577420,0.126832084,1,NA,"PER",1000000
